Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2009-03-31,35.39,35.55,34.99,35.16,5457400.0,0.0,1.0,24.748131228727,24.86001879574,24.468412311194,24.587292851145,5457400.0
2009-06-30,35.29,35.58,35.06,35.44,4494500.0,0.0,1.0,24.896008573288,25.10059464544,24.733750653995,25.001828955436,4494500.0
2009-09-30,39.46,39.52,38.75,39.3,3848900.0,0.0,1.0,28.076797481464,28.119489013367,27.571614353947,27.96295339639,3848900.0
2009-12-31,43.53,43.53,42.81,42.82,1945200.0,0.0,1.0,31.217152082045,31.217152082045,30.700810490061,30.707981901061,1945200.0
2010-03-31,44.5,44.62,44.27,44.47,3141200.0,0.0,1.0,32.160052076705,32.246775812642,31.993831582826,32.138371142721,3141200.0
2010-06-30,40.23,40.69,40.1,40.26,5441700.0,0.0,1.0,29.316061132774,29.651268394049,29.221328645892,29.337922475901,5441700.0
2010-09-30,42.4,42.64,41.69,42.03,5203900.0,0.0,1.0,31.16224402649,31.338634087017,30.640423430764,30.890309349844,5203900.0
2010-12-31,46.34,46.42,46.01,46.28,1680600.0,0.0,1.0,34.321882556176,34.381134835082,34.07746690569,34.277443346997,1680600.0
2011-03-31,51.14,51.5,51.09,51.31,2833000.0,0.0,1.0,38.14485914408,38.413379857648,38.107564600529,38.271660592154,2833000.0
2011-06-30,52.79,52.79,52.41,52.68,2725100.0,0.0,1.0,39.645737428308,39.645737428308,39.36035420757,39.563126495989,2725100.0
2011-09-30,47.59,47.83,47.12,47.15,4349400.0,0.0,1.0,36.002969438443,36.184535159502,35.647403234701,35.670098949833,4349400.0
2011-12-31,54.3,54.62,53.98,54.01,1909000.0,0.0,1.0,41.390271829526,41.63419240016,41.146351258891,41.169218812388,1909000.0
2012-03-31,55.27,55.68,55.17,55.19,3396000.0,0.0,1.0,42.436293504321,42.751091411627,42.35951352693,42.374869522408,3396000.0
2012-06-30,55.04,55.66,54.85,55.66,3163200.0,0.0,1.0,42.574149614242,43.053727607716,42.427182164629,43.053727607716,3163200.0
2012-09-30,58.38,58.82,58.03,58.66,2136900.0,0.0,1.0,45.468490911739,45.811179092643,45.195898040565,45.686565208678,2136900.0
2012-12-31,55.99,57.01,55.99,56.93,2376900.0,0.0,1.0,43.937542725476,44.737976616885,43.937542725476,44.675197488147,2376900.0
2013-03-31,64.5,65.12,64.33,65.03,2521300.0,0.0,1.0,50.969088557128,51.459023982019,50.834751424497,51.387904323567,2521300.0
2013-06-30,68.91,69.3699,68.5,68.86,3545500.0,0.0,1.0,54.805763332365,55.171532749816,54.479680572733,54.765997142166,3545500.0
2013-09-30,72.31,72.51,71.891,72.38,2005400.0,0.0,1.0,57.847883330295,58.007883007601,57.512684006337,57.903883217352,2005400.0
2013-12-31,81.24,81.55,80.65,80.799,1258100.0,0.0,1.0,65.394763111411,65.644299996745,64.919838071582,65.039776768081,1258100.0
2014-03-31,77.14,77.62,76.78,77.26,1653400.0,0.0,1.0,62.478080913432,62.866847815667,62.186505736755,62.57527263899,1653400.0
2014-06-30,79.13,79.49,78.82,79.28,1275500.0,0.0,1.0,64.481531052045,64.774888200771,64.228917951752,64.603763197348,1275500.0
2014-09-30,83.34,83.45,82.7,83.08,2358037.0,0.0,1.0,68.302059685818,68.392211192483,67.77754182886,68.088974306429,2358037.0
2014-12-31,84.38,84.87,83.36,83.37,1805520.0,0.0,1.0,79.12291767559,79.582389465837,78.166466193852,78.175843169163,1805520.0
2015-03-31,85.35,86.3375,85.18,85.64,1682183.0,0.0,1.0,80.493929445185,81.425244680418,80.33360175912,80.767429615532,1682183.0
2015-06-30,81.39,81.66,79.8,80.23,2688846.0,0.0,1.0,77.206068783853,77.462189174216,75.697804262827,76.105699699331,2688846.0
2015-09-30,80.14,80.43,79.29,80.3,2510682.0,0.0,1.0,76.500908868512,76.777740208316,75.689506665639,76.653643400818,2510682.0
2015-12-31,85.78,86.34,84.55,84.72,1420087.0,0.0,1.0,82.395677466596,82.933583498087,81.214205290286,81.377498192703,1420087.0
2016-03-31,89.07,90.0,89.07,89.71,1482384.0,0.0,1.0,86.084860632157,86.98369211737,86.084860632157,86.703411331658,1482384.0
2016-06-30,89.37,91.87,88.73,91.87,2944786.0,0.0,1.0,86.899670378538,89.330566383309,86.277361001317,89.330566383309,2944786.0
2016-09-30,87.39,88.49,87.17,88.2,2689838.0,0.0,1.0,85.475028048159,86.550923812582,85.259848895274,86.267278565598,2689838.0
2016-12-31,103.38,103.44,102.0,102.78,2008839.0,0.0,1.0,101.70534775906,101.76437581928,100.347702374,101.11506715686,2008839.0
2017-03-31,102.14,102.62,101.98,102.39,1374619.0,0.0,1.0,101.03771199665,101.51253186897,100.87943870588,101.28501401349,1374619.0
2017-06-30,102.19,102.81,101.76,102.46,2913113.0,0.0,1.0,101.65800347064,102.27477577861,101.23024203124,101.92659786282,2913113.0
2017-09-30,109.11,109.74,109.0,109.32,1201973.0,0.0,1.0,109.11,109.74,109.0,109.32,1201973.0
2017-12-31,116.64,117.63,116.64,117.19,1001100.0,0.0,1.0,116.64,117.63,116.64,117.19,1001100.0
2018-03-31,114.41,115.24,111.6596,112.26,4200431.0,0.0,1.0,114.41,115.24,111.6596,112.26,4200431.0
