Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2011-03-31,27.84,27.95,27.15,27.31,5847400.0,0.0,1.0,24.608156970058,24.705387475328,23.998256527912,24.139682717395,5847400.0
2011-06-30,30.63,31.68,30.43,31.16,779500.0,0.0,1.0,27.074276149169,28.002385517652,26.897493412316,27.542750401832,779500.0
2011-09-30,26.43,26.89,25.9516,26.08,539600.0,0.0,1.0,23.361838675238,23.768438970002,22.938974368684,23.052468885744,539600.0
2011-12-31,29.7,29.99,29.58,29.69,262100.0,0.0,1.0,26.252236422799,26.508571391237,26.146166780687,26.243397285956,262100.0
2012-03-31,29.75,30.22,29.59,30.14,2244000.0,0.0,1.0,26.296432107012,26.711871538619,26.155005917529,26.641158443878,2244000.0
2012-06-30,26.0,26.31,25.94,26.22,1004600.0,0.0,1.0,22.981755791003,23.255769033126,22.928720969946,23.176216801542,1004600.0
2012-09-30,29.59,30.2,29.5,29.98,806000.0,0.0,1.0,26.155005917529,26.694193264934,26.075453685945,26.499732254394,806000.0
2012-12-31,30.35,30.64,30.14,30.59,819900.0,0.0,1.0,26.826780317574,27.083115286012,26.641158443878,27.038919601799,819900.0
2013-03-31,35.13,35.84,35.07,35.82,1402000.0,0.0,1.0,31.198402091004,31.828941956778,31.145117031925,31.811180270418,1402000.0
2013-06-30,34.17,34.26,33.55,33.59,7860200.0,0.0,1.0,30.488603115252,30.568906723106,29.935400483368,29.971090975748,7860200.0
2013-09-30,36.36,36.65,35.96,36.45,1943000.0,0.0,1.0,32.631772452503,32.892036864253,32.272787056986,32.712544166495,1943000.0
2013-12-31,45.7,46.2,45.65,45.89,1297900.0,0.0,1.0,41.218080848112,41.66904453354,41.17298447957,41.389447048575,1297900.0
2014-03-31,44.36,44.67,44.21,44.63,1296000.0,0.0,1.0,40.17989637462,40.460684649556,40.044031080297,40.424453904403,1296000.0
2014-06-30,48.46,48.61,48.15,48.41,1858400.0,0.0,1.0,44.126775955522,44.263363169582,43.844495713132,44.081246884169,1858400.0
2014-09-30,44.7,44.92,44.19,44.33,1872524.0,0.0,1.0,40.92000295776,41.121398945471,40.453130440792,40.581291523881,1872524.0
2014-12-31,45.26,45.47,44.7,44.73,1880486.0,0.0,1.0,41.684303311072,41.877712584058,41.168545249777,41.196175145918,1880486.0
2015-03-31,44.7,44.98,44.415,44.57,2995108.0,0.0,1.0,41.398126697746,41.657443822475,41.134178910076,41.277729461265,2995108.0
2015-06-30,45.07,45.13,44.61,44.77,2081247.0,0.0,1.0,42.002142419366,42.058058295673,41.573454034345,41.72256303783,2081247.0
2015-09-30,44.17,45.58,43.845,44.47,6005153.0,0.0,1.0,41.432697573753,42.75531707973,41.127838467765,41.71410597928,6005153.0
2015-12-31,46.84,47.0,46.49,46.6,1244958.0,0.0,1.0,44.195090799778,44.34605609713,43.864854211821,43.968642853751,1244958.0
2016-03-31,52.67,53.08,52.57,52.66,1794871.0,0.0,1.0,49.970885835284,50.359875073797,49.876010411257,49.961398292881,1794871.0
2016-06-30,51.96,52.1,51.2,51.97,4529649.0,0.0,1.0,49.583506582427,49.717103405398,48.858266686302,49.593049212639,4529649.0
2016-09-30,53.68,53.96,53.38,53.57,2778011.0,0.0,1.0,51.525079101504,51.793838828561,51.237122251086,51.419494923017,2778011.0
2016-12-31,42.27,42.34,41.8,41.95,1307871.0,0.0,1.0,40.868093658954,40.935772072868,40.413681451249,40.558706623921,1307871.0
2017-03-31,41.1,41.43,41.0,41.31,2366295.0,0.0,1.0,40.014589786566,40.33587481405,39.917230687329,40.219043894965,2366295.0
2017-06-30,38.73,38.82,38.47,38.66,1689718.0,0.0,1.0,38.040350675851,38.128748082534,37.784980389878,37.97159713732,1689718.0
2017-09-30,41.42,41.61,41.19,41.45,2099523.0,0.0,1.0,41.030864879801,41.219079856314,40.803025697707,41.060583033987,2099523.0
2017-12-31,36.1,36.61,35.98,36.4,3037573.0,0.0,1.0,36.1,36.61,35.98,36.4,3037573.0
2018-03-31,32.2,32.49,31.625,32.09,6272515.0,0.0,1.0,32.2,32.49,31.625,32.09,6272515.0
