None,ticker,dimension,datekey,price,netinc,liabilities,equityusd,epsusd,revenueusd,netinccmnusd,debtusd,marketcap,equity,assets,fcf,gp,netmargin,pb,NPGR,BTMkt,equitymultiplier,ROE
4,PXD,ARQ,2018-08-09,185.65,66000000.0,5965000000,11482000000,0.38,2111000000.0,66000000.0,2285000000,31634987236.0,11482000000,17449000000,67000000.0,772000000.0,0.031,2.755,-5.2272727272727275,0.3629525725533945,1.5196829820588749,0.005748127503919178
5,PXD,ARQ,2018-05-04,194.19,178000000.0,5921000000,11397000000,1.04,2150000000.0,178000000.0,2733000000,33095310982.0,11397000000,17323000000,-315000000.0,807000000.0,0.083,2.904,0.6292134831460674,0.3443690257571123,1.519961393349127,0.015618145125910327
6,PXD,ARQ,2018-02-20,178.25,665000000.0,5724000000,11274000000,3.88,898000000.0,665000000.0,2732000000,30356122056.0,11274000000,17003000000,46000000.0,646000000.0,0.741,2.693,0.7323308270676692,0.3713913120787328,1.5081603689905978,0.05898527585595175
7,PXD,ARQ,2017-11-03,150.29,-23000000.0,5868000000,10591000000,-0.13,1460000000.0,-23000000.0,2731000000,25574137677.0,10591000000,16465000000,-250000000.0,520000000.0,-0.016,2.415,29.91304347826087,0.4141293103901984,1.5546218487394958,-0.0021716551789255027
8,PXD,ARQ,2017-08-01,163.27,233000000.0,5669000000,10597000000,1.36,1630000000.0,233000000.0,2730000000,27771829438.0,10597000000,16271000000,-252000000.0,901000000.0,0.143,2.621,1.0987124463519313,0.3815737102828451,1.5354345569500802,0.02198735491176748
9,PXD,ARQ,2017-05-03,170.81,-42000000.0,5401000000,10341000000,-0.25,1468000000.0,-42000000.0,2729000000,29053783811.0,10341000000,15749000000,-155000000.0,777000000.0,-0.029,2.81,6.5476190476190474,0.35592610130473995,1.5229668310608258,-0.0040615027560197275
10,PXD,ARQ,2017-02-17,192.0,-43000000.0,6048000000,10404000000,-0.24,1167000000.0,-43000000.0,3213000000,32601016896.0,10404000000,16459000000,21000000.0,501000000.0,-0.037,3.134,0.023255813953488372,0.31913114959541417,1.5819876970396,-0.004133025759323337
11,PXD,ARQ,2016-11-02,171.27,22000000.0,5894000000,10424000000,0.13,1186000000.0,22000000.0,3211000000,29068060350.0,10424000000,16325000000,-7000000.0,555000000.0,0.019,2.789,2.9545454545454546,0.3586066588030873,1.5660974673829624,0.002110514198004605
12,PXD,ARQ,2016-07-28,157.54,-268000000.0,6422000000,10379000000,-1.63,786000000.0,-268000000.0,3664000000,26720024943.0,10379000000,16808000000,-137000000.0,199000000.0,-0.341,2.574,1.0820895522388059,0.3884352661399385,1.6194238365931206,-0.025821370074188266
13,PXD,ARQ,2016-04-28,164.99,-267000000.0,6476000000,9688000000,-1.65,685000000.0,-267000000.0,3660000000,26985206074.0,9688000000,16171000000,-439000000.0,257000000.0,-0.39,2.785,-0.003745318352059925,0.35901152555341426,1.6691783649876135,-0.027559867877786953
14,PXD,ARQ,2016-02-19,122.99,-623000000.0,6779000000,8368000000,-4.15,1091000000.0,-623000000.0,3655000000,20080148065.0,8368000000,15154000000,-170000000.0,554000000.0,-0.571,2.4,0.5714285714285714,0.4167299948642087,1.810946462715105,-0.07445028680688337
15,PXD,ARQ,2015-11-03,147.78,646000000.0,5984000000,8974000000,4.28,2218000000.0,646000000.0,2675000000,22075068870.0,8974000000,14965000000,-194000000.0,1654000000.0,0.291,2.46,1.9643962848297214,0.4065219480332249,1.667595275239581,0.07198573657232003
16,PXD,ARQ,2015-08-07,124.48,-218000000.0,5694000000,8301000000,-1.46,648000000.0,-218000000.0,2672000000,18585857724.0,8301000000,14002000000,-164000000.0,211000000.0,-0.336,2.239,3.963302752293578,0.44662991201535357,1.68678472473196,-0.026261896157089508
17,PXD,ARQ,2015-05-07,159.57,-78000000.0,5848000000,8491000000,-0.52,868000000.0,-78000000.0,2668000000,23823621484.0,8491000000,14347000000,-617000000.0,541000000.0,-0.09,2.806,-1.794871794871795,0.35641096823598273,1.6896714167942528,-0.009186197149923449
18,PXD,ARQ,2015-02-19,160.16,431000000.0,6337000000,8581000000,2.95,1667000000.0,431000000.0,2665000000,23858034681.0,8581000000,14926000000,-525000000.0,1248000000.0,0.259,2.78,1.1809744779582367,0.3596691896350421,1.7394243095210349,0.05022724624169677
19,PXD,ARQ,2014-11-04,180.91,374000000.0,6119000000,7145000000,2.58,1513000000.0,374000000.0,2662000000,25896884780.0,7145000000,13272000000,-396000000.0,1093000000.0,0.247,3.624,-0.15240641711229946,0.27590191100969946,1.857522743177047,0.052344296710986706
20,PXD,ARQ,2014-08-06,206.36,1000000.0,5960000000,6741000000,0.01,953000000.0,1000000.0,2659000000,29529784173.0,6741000000,12710000000,-43000000.0,523000000.0,0.001,4.381,-373.0,0.22827799758060902,1.8854769322059042,0.0001483459427384661
21,PXD,ARQ,2014-05-09,201.03,123000000.0,5741000000,6715000000,0.85,963000000.0,123000000.0,2706000000,28756728560.0,6715000000,12465000000,-246000000.0,598000000.0,0.128,4.282,0.991869918699187,0.23351056730912093,1.8562918838421445,0.018317200297840654
0,PYPL,ARQ,2019-10-25,104.91,462000000.0,33740000000,16483000000,0.39,4378000000.0,462000000.0,4964000000,123184529825.0,16483000000,50223000000,940000000.0,1947000000.0,0.106,7.473,,0.13380738655589539,3.046957471334102,0.028028878238184795
1,PYPL,ARQ,2019-07-25,115.12,823000000.0,32252000000,16139000000,0.7,4305000000.0,823000000.0,2499000000,135458873775.0,16139000000,48391000000,1035000000.0,1961000000.0,0.191,8.393,0.43863912515188336,0.11914317275963193,2.9983889956007186,0.05099448540801785
2,PYPL,ARQ,2019-04-25,110.22,667000000.0,31123000000,15157000000,0.57,4128000000.0,667000000.0,1999000000,129501116693.0,15157000000,46280000000,809000000.0,1850000000.0,0.162,8.544,-0.23388305847076463,0.11704146178084107,3.0533746783664313,0.04400606980273141
3,PYPL,ARQ,2019-02-07,90.85,584000000.0,27946000000,15386000000,0.5,4226000000.0,584000000.0,1998000000,106586070992.0,15386000000,43332000000,913000000.0,1901000000.0,0.138,6.927,-0.1421232876712329,0.14435282074666983,2.816326530612245,0.03795658390744833
4,PYPL,ARQ,2018-10-23,87.57,436000000.0,28609000000,15115000000,0.37,3683000000.0,436000000.0,2000000000,103188905336.0,15115000000,43724000000,4447000000.0,1655000000.0,0.118,6.827,-0.3394495412844037,0.14647892572155002,2.892755540853457,0.02884551769765134
5,PYPL,ARQ,2018-07-26,89.14,526000000.0,26658000000,15019000000,0.44,3857000000.0,526000000.0,2000000000,105512567363.0,15019000000,41677000000,-170000000.0,1804000000.0,0.136,7.025,0.17110266159695817,0.14234323337360757,2.774951727811439,0.03502230508023171
6,PYPL,ARQ,2018-04-26,76.03,511000000.0,27681000000,14641000000,0.43,3685000000.0,511000000.0,3000000000,90277020305.0,14641000000,42322000000,-527000000.0,1754000000.0,0.139,6.166,-0.029354207436399216,0.16217859152346334,2.890649545796052,0.034901987569155114
7,PYPL,ARQ,2018-02-07,75.59,620000000.0,24780000000,15994000000,0.51,3744000000.0,620000000.0,1000000000,90720125014.0,15994000000,40774000000,-327000000.0,2072000000.0,0.166,5.672,0.17580645161290323,0.17630046252175902,2.5493309991246718,0.038764536701262974
8,PYPL,ARQ,2017-10-24,70.21,380000000.0,22329000000,15432000000,0.32,3239000000.0,380000000.0,0,84386123146.0,15432000000,37761000000,841000000.0,1428000000.0,0.117,5.468,-0.631578947368421,0.1828736695641349,2.4469284603421464,0.024624157594608606
9,PYPL,ARQ,2017-07-27,60.15,411000000.0,20292000000,14998000000,0.34,3136000000.0,411000000.0,0,72324180994.0,14998000000,35290000000,747000000.0,1429000000.0,0.131,4.822,0.07542579075425791,0.207371860889019,2.352980397386318,0.0274036538205094
10,PYPL,ARQ,2017-04-27,47.15,384000000.0,18867000000,14626000000,0.32,2975000000.0,384000000.0,0,56639337285.0,14626000000,33493000000,603000000.0,1371000000.0,0.129,3.873,-0.0703125,0.25823042254898443,2.289963079447559,0.026254615069055107
11,PYPL,ARQ,2017-02-08,40.88,390000000.0,18391000000,14712000000,0.33,2981000000.0,390000000.0,0,49366002606.0,14712000000,33103000000,771000000.0,1392000000.0,0.131,3.355,0.015384615384615385,0.29801886365844593,2.250067971723763,0.026508972267536703
12,PYPL,ARQ,2016-10-25,43.31,323000000.0,17164000000,14192000000,0.27,2667000000.0,323000000.0,0,52259834622.0,14192000000,31356000000,618000000.0,1241000000.0,0.121,3.682,-0.20743034055727555,0.27156611004707515,2.209413754227734,0.022759301014656143
13,PYPL,ARQ,2016-07-26,37.69,323000000.0,16814000000,13817000000,0.27,2650000000.0,323000000.0,0,45488740136.0,13817000000,30631000000,495000000.0,1267000000.0,0.122,3.292,0.0,0.303745497428388,2.2169067091264383,0.0233769993486285
14,PYPL,ARQ,2016-04-28,40.07,365000000.0,15872000000,13598000000,0.3,2544000000.0,365000000.0,0,48565908386.0,13598000000,29470000000,605000000.0,1241000000.0,0.143,3.572,0.11506849315068493,0.2799906447115868,2.167230475069863,0.026842182673922636
15,PYPL,ARQ,2016-02-11,33.52,367000000.0,15122000000,13759000000,0.29,2556000000.0,367000000.0,0,40984096235.0,13759000000,28881000000,564000000.0,1241000000.0,0.144,2.979,0.005449591280653951,0.33571558882515884,2.0990624318627806,0.026673450105385566
16,PYPL,ARQ,2015-10-29,35.91,301000000.0,14682000000,13214000000,0.25,2258000000.0,301000000.0,0,43870890055.0,13214000000,27896000000,534000000.0,1089000000.0,0.133,3.32,-0.21926910299003322,0.3012020039582942,2.1110942939306794,0.022778870894505827
17,PYPL,ARQ,2015-07-29,37.95,305000000.0,14171000000,12740000000,0.25,2297000000.0,305000000.0,0,46251016210.0,12740000000,26911000000,,1170000000.0,0.133,3.63,0.013114754098360656,0.27545340716741845,2.1123233908948196,0.023940345368916798
18,PYPL,ARQ,2015-06-26,,,13669000000,8248000000,,,,0,,8248000000,21917000000,,,,,,,2.657250242483026,
0,QRVO,ARQ,2019-11-01,97.22,83038000.0,1583077000,4265494000,0.71,806698000.0,83038000.0,1020296000,11294449016.0,4265494000,5848571000,135369000.0,323582000.0,0.103,2.648,,0.37766286730387594,1.3711356761960045,0.019467381738199608
1,QRVO,ARQ,2019-08-06,70.14,39541000.0,1589038000,4337343000,0.33,775598000.0,39541000.0,1020346000,8261415842.0,4337343000,5926381000,206823000.0,294289000.0,0.051,1.905,-1.1000480513896969,0.525012066085512,1.3663620792729558,0.009116410668927958
2,QRVO,ARQ,2019-05-17,63.93,61517000.0,1448345000,4359679000,0.5,680882000.0,61517000.0,919270000,7617229133.0,4359679000,5808024000,152035000.0,266573000.0,0.09,1.747,0.35723458556171467,0.5723444738077568,1.3322136790346262,0.014110442534874701
3,QRVO,ARQ,2019-02-07,66.53,69517000.0,1228971000,4577320000,0.56,832330000.0,69517000.0,714402000,8169123229.0,4577320000,5806291000,261262000.0,338363000.0,0.084,1.785,0.11507976466188127,0.5603196171347656,1.268491387973749,0.015187271154299896
4,QRVO,ARQ,2018-11-01,78.49,32084000.0,1314924000,4632137000,0.26,884443000.0,32084000.0,735098000,9803796040.0,4632137000,5947061000,144435000.0,353514000.0,0.036,2.116,-1.1667186136391972,0.4724840236476401,1.2838698423643342,0.006926392721113387
5,QRVO,ARQ,2018-08-02,84.41,-29993000.0,1104227000,4678105000,-0.24,692670000.0,-29993000.0,558280000,10605549349.0,4678105000,5782332000,31695000.0,236733000.0,-0.043,2.267,2.069716267128997,0.4410997343047675,1.23604151681076,-0.006411356735259255
6,QRVO,ARQ,2018-05-21,81.15,-12501000.0,1605955000,4775564000,-0.1,665383000.0,-12501000.0,983290000,10264709188.0,4775564000,6381519000,226781000.0,252640000.0,-0.019,2.149,-1.3992480601551875,0.4652410421507988,1.3362859339755473,-0.002617701280937707
7,QRVO,ARQ,2018-02-01,83.34,-33082000.0,1705569000,4821078000,-0.26,845739000.0,-33082000.0,1088730000,10541976541.0,4821078000,6526647000,224629000.0,336927000.0,-0.039,2.187,0.622120790762348,0.45732201938126094,1.3537733676990913,-0.006861950791918322
8,QRVO,ARQ,2017-11-03,73.84,35919000.0,1573504000,4904576000,0.28,821583000.0,35919000.0,989692000,9388615261.0,4904576000,6478080000,152067000.0,321022000.0,0.044,1.914,1.9210167320916507,0.522396100346496,1.3208236552966046,0.0073235688467259965
9,QRVO,ARQ,2017-08-03,66.89,-30624000.0,1530015000,4912681000,-0.24,640831000.0,-30624000.0,989420000,8512939864.0,4912681000,6442696000,-20792000.0,236377000.0,-0.048,1.733,2.172903605015674,0.5770839543663432,1.311441960102844,-0.006233663451789359
10,QRVO,ARQ,2017-05-23,78.55,55908000.0,1625601000,4896722000,0.44,642992000.0,55908000.0,989154000,9983486474.0,4896722000,6522323000,81324000.0,231596000.0,0.087,2.039,1.547757029405452,0.4904821589884993,1.3319773922227973,0.01141743394867015
11,QRVO,ARQ,2017-02-02,63.35,-78638000.0,1761795000,4863116000,-0.62,826347000.0,-78638000.0,988886000,8010770753.0,4863116000,6624911000,83826000.0,310642000.0,-0.095,1.647,1.710953991708843,0.607072171947847,1.3622769845506462,-0.016170290817656828
12,QRVO,ARQ,2016-11-07,50.47,11847000.0,1775246000,4976376000,0.09,864698000.0,11847000.0,988625000,6446417069.0,4976376000,6751622000,130002000.0,316799000.0,0.014,1.295,7.637798598801385,0.771959981294223,1.3567347001110848,0.0023806480860770972
13,QRVO,ARQ,2016-08-05,55.05,-5675000.0,1654411000,5033576000,-0.04,698537000.0,-5675000.0,988372000,7040695224.0,5033576000,6687987000,-71034000.0,276475000.0,-0.008,1.399,3.087577092511013,0.7149259895303771,1.328675081095428,-0.0011274290881870066
14,QRVO,ARQ,2016-05-31,50.97,-24202000.0,1597147000,4999672000,-0.17,608069000.0,-24202000.0,988130000,6500238403.0,4999672000,6596819000,75409000.0,254200000.0,-0.04,1.3,0.7655152466738286,0.7691520972050108,1.31945035594335,-0.0048407175510713505
15,QRVO,ARQ,2016-02-10,35.36,-11127000.0,1517038000,5494072000,-0.08,620681000.0,-11127000.0,987888000,4848021308.0,5494072000,7011110000,156951000.0,230988000.0,-0.018,0.882,-1.175069650399928,1.1332606956437907,1.2761227009766163,-0.0020252737860006202
16,QRVO,ARQ,2015-11-12,50.97,4448000.0,819999000,5712098000,0.03,708335000.0,4448000.0,75000000,7204156886.0,5712098000,6532097000,88619000.0,284848000.0,0.006,1.261,3.5015737410071943,0.7928891736242514,1.1435547849494179,0.0007786981245769943
17,QRVO,ARQ,2015-08-05,54.83,2036000.0,731679000,6178191000,0.01,673641000.0,2036000.0,0,8198777218.0,6178191000,6909870000,52177000.0,279517000.0,0.003,1.327,-1.1846758349705304,0.7535502960656248,1.1184293266427017,0.0003295463024694445
18,QRVO,ARQ,2015-05-27,86.4,6482000.0,719219000,6173160000,-0.46,634892000.0,6482000.0,0,12911082221.0,6173160000,6892379000,18570000.0,188886000.0,0.01,2.091,0.6858994137611848,0.4781287807120689,1.1165074289342898,0.0010500294824692701
19,QRVO,ARQ,2015-02-03,68.52,87863000.0,270053000,895562000,1.21,397086000.0,87863000.0,0,10173076489.0,895562000,1165615000,,190702000.0,0.221,11.359,0.9262260564742838,0.08803256330259172,1.3015458449554582,0.09810934363003343
20,QRVO,ARQ,2014-11-05,,0.0,0,0,0.0,0.0,0.0,0,,0,0,,0.0,,,-inf,,,
21,QRVO,ARQ,2014-09-12,,0.0,0,0,0.0,0.0,0.0,0,,0,0,,0.0,,,,,,
0,RCL,ARQ,2019-10-30,109.42,883240000.0,17285160000,11976907000,4.21,3186850000.0,883240000.0,11398101000,22937842403.0,11976907000,29825461000,435787000.0,1563812000.0,0.277,1.915,,0.5221461892350242,2.49024735685098,0.07374524992136952
1,RCL,ARQ,2019-07-26,113.96,472830000.0,17713789000,11538403000,2.26,2806631000.0,472830000.0,11651436000,23881579651.0,11538403000,29808962000,-278952000.0,1262127000.0,0.168,2.07,-0.8679863798828331,0.4831507449934054,2.583456480069209,0.04097880789915208
2,RCL,ARQ,2019-05-02,125.77,249681000.0,16901334000,11269070000,1.19,2439767000.0,249681000.0,11081552000,26367413113.0,11269070000,28720049000,608338000.0,1026063000.0,0.102,2.34,-0.8937364076561692,0.4273862571085511,2.5485731298146166,0.022156309260657713
3,RCL,ARQ,2019-02-22,120.93,315703000.0,16050789000,11105461000,1.49,2332301000.0,315703000.0,10777699000,25296935296.0,11105461000,27698270000,-418746000.0,971888000.0,0.135,2.278,0.20912693259170803,0.43900420624296005,2.49411258118866,0.02842772578283783
4,RCL,ARQ,2018-10-26,103.07,810391000.0,15217635000,11338135000,3.88,2796187000.0,810391000.0,10174436000,21541258536.0,11338135000,27093540000,519151000.0,1384823000.0,0.29,1.9,0.610431260959216,0.5263450592290871,2.38959405581253,0.07147480604173438
5,RCL,ARQ,2018-08-02,114.35,466295000.0,13283338000,10773698000,2.2,2337605000.0,466295000.0,8519089000,23895722473.0,10773698000,24057036000,514816000.0,1023194000.0,0.199,2.218,-0.7379362849698152,0.45086303677042205,2.2329413725909153,0.0432808679062658
6,RCL,ARQ,2018-04-30,108.19,218653000.0,13324176000,10646796000,1.03,2027756000.0,218653000.0,8808739000,22908884886.0,10646796000,23970972000,-796110000.0,851737000.0,0.108,2.152,-1.13257993258725,0.46474527472554694,2.2514728374620874,0.020536976570228262
7,RCL,ARQ,2018-02-21,130.55,288039000.0,11594014000,10702303000,1.34,2004467000.0,288039000.0,7539451000,27904933125.0,10702303000,22296317000,243162000.0,858766000.0,0.144,2.607,0.2408909904561535,0.383527276415933,2.0833195434664855,0.026913739967930266
8,RCL,ARQ,2017-11-07,129.23,752842000.0,11663826000,10435488000,3.51,2569544000.0,752842000.0,7592207000,27666715009.0,10435488000,22099314000,679527000.0,1251275000.0,0.293,2.651,0.6173978072424227,0.3771856541915196,2.117707767954886,0.07214248150158382
9,RCL,ARQ,2017-08-01,116.87,369526000.0,12340760000,9683408000,1.72,2195274000.0,369526000.0,8020325000,25140021168.0,9683408000,22024168000,713996000.0,938489000.0,0.168,2.596,-1.0373180777536628,0.38517899150879503,2.274423219593763,0.03816073845076031
10,RCL,ARQ,2017-04-28,106.6,214726000.0,12750427000,9266830000,1.0,2008560000.0,214726000.0,8569373000,22926994787.0,9266830000,22017257000,903743000.0,832736000.0,0.107,2.474,-0.7209187522703352,0.4041886032640637,2.375921107865365,0.023171462085740214
11,RCL,ARQ,2017-02-23,95.53,261086000.0,13188912000,9121412000,1.2,1909603000.0,261086000.0,9387436000,20520210549.0,9121412000,22310324000,335206000.0,786352000.0,0.137,2.25,0.17756601273143716,0.44450869440248064,2.4459287662918854,0.028623419268858814
12,RCL,ARQ,2016-10-28,74.47,693257000.0,13660113000,8790149000,3.23,2563741000.0,693257000.0,9717852000,15979923327.0,8790149000,22450262000,463404000.0,1223618000.0,0.27,1.818,0.6233921907748498,0.5500745416686692,2.554025193429599,0.07886749132466356
13,RCL,ARQ,2016-08-02,67.35,229905000.0,14325828000,8145665000,1.07,2105262000.0,229905000.0,10048910000,14498091621.0,8145665000,22471493000,-1004339000.0,794675000.0,0.109,1.78,-2.0154063634979664,0.5618439455991074,2.7587057655820613,0.028224214965874486
14,RCL,ARQ,2016-04-29,77.4,99140000.0,13075644000,7887769000,0.46,1917795000.0,99140000.0,8702180000,16659684360.0,7887769000,20963413000,228056000.0,676217000.0,0.052,2.112,-1.3189933427476297,0.47346449245692673,2.6577113249640045,0.012568826495806356
15,RCL,ARQ,2016-02-22,73.72,206799000.0,12858816000,8063039000,0.94,1902053000.0,206799000.0,8667055000,16027372387.0,8063039000,20921855000,85727000.0,728712000.0,0.109,1.988,0.520597294957906,0.5030792824493197,2.594785291253087,0.02564777374883093
16,RCL,ARQ,2015-10-23,97.99,228787000.0,12703062000,8255786000,1.04,2523100000.0,228787000.0,8489936000,21557348364.0,8255786000,20958848000,358570000.0,1136074000.0,0.091,2.611,0.09610685921839965,0.3829685293663885,2.5386859591564024,0.02771232200059449
17,RCL,ARQ,2015-07-31,89.85,184967000.0,13074954000,8320240000,0.84,2058322000.0,184967000.0,8780906000,19761938031.0,8320240000,21395194000,-233054000.0,741913000.0,0.09,2.375,-0.23690712397346553,0.42102348397957085,2.571463563551051,0.02223096929896253
18,RCL,ARQ,2015-04-23,72.73,45230000.0,12895683000,7973910000,0.21,1815599000.0,45230000.0,8559605000,15994029572.0,7973910000,20869593000,121783000.0,592982000.0,0.025,2.006,-3.089476011496794,0.4985554118243942,2.6172345812781934,0.005672248620814632
19,RCL,ARQ,2015-02-23,76.81,109768000.0,12428831000,8284359000,0.51,1817826000.0,109768000.0,8443948000,16869062280.0,8284359000,20713190000,-968185000.0,573081000.0,0.06,2.036,0.5879491290722251,0.491097777842812,2.500276726298317,0.013250029362561425
20,RCL,ARQ,2014-10-23,62.29,490248000.0,10578882000,9021028000,2.2,2388762000.0,490248000.0,6986074000,13870321290.0,9021028000,19599910000,582089000.0,961880000.0,0.205,1.538,0.7760969958062042,0.650383492306255,2.1726914050150383,0.054345025866231654
21,RCL,ARQ,2014-07-24,60.56,137673000.0,11162971000,8849240000,0.62,1980043000.0,137673000.0,7593848000,13463033948.0,8849240000,20012211000,400462000.0,649369000.0,0.07,1.521,-2.5609596652938484,0.657299092773557,2.261460984220114,0.015557607206946586
22,RCL,ARQ,2014-04-24,52.43,26457000.0,11349208000,8776932000,0.12,1887224000.0,26457000.0,7997364000,11646008297.0,8776932000,20126140000,137995000.0,583244000.0,0.014,1.327,-4.203651207619911,0.7536429458204086,2.2930723400842115,0.0030143790563718622
0,RE,ARQ,2019-08-09,251.84,342855000.0,17503631000,8884160000,8.42,2018975000.0,342855000.0,633723000,10260013227.0,8884160000,26387791000,393709000.0,503395000.0,0.17,1.155,,0.8659014178091566,2.9702066374311134,0.03859171829413248
1,RE,ARQ,2019-05-10,248.74,348900000.0,17203878000,8426629000,8.57,1960083000.0,348900000.0,633668000,10132084867.0,8426629000,25630507000,459802000.0,522059000.0,0.178,1.202,0.017325881341358554,0.8316776962109116,3.041608572063633,0.041404457227202006
2,RE,ARQ,2019-03-01,225.39,-382274000.0,16890195000,7903804000,-9.35,1794697000.0,-382274000.0,633613000,9167788061.0,7903804000,24793999000,66440000.0,-602945000.0,-0.213,1.16,1.9126961289546243,0.8621276961694806,3.1369703752775244,-0.048365824861041594
3,RE,ARQ,2018-11-09,221.22,205613000.0,16081844000,8329013000,5.04,1944413000.0,205613000.0,633558000,8992150118.0,8329013000,24410857000,410981000.0,311154000.0,0.106,1.08,2.8591917826207487,0.926253775871405,2.9308222955108847,0.02468635839564664
4,RE,ARQ,2018-08-09,215.21,69895000.0,15644536000,8241349000,1.71,1892939000.0,69895000.0,633504000,8792499673.0,8241349000,23885885000,-62992000.0,168223000.0,0.037,1.067,-1.9417411832033764,0.9373158153542532,2.898297960685805,0.008481014455279105
5,RE,ARQ,2018-05-10,228.19,210318000.0,15169016000,8344180000,5.14,1745157000.0,210318000.0,633449000,9351335047.0,8344180000,23513196000,195640000.0,330341000.0,0.121,1.121,0.6676699093753269,0.8922982609501191,2.8179157208976795,0.025205352712908878
6,RE,ARQ,2018-03-01,238.38,571025000.0,15222560000,8369232000,13.94,1867211000.0,571025000.0,633395000,9735383896.0,8369232000,23591792000,118475000.0,798150000.0,0.306,1.163,0.6316833763845716,0.8596714920958264,2.8188717913423837,0.06822908003984117
7,RE,ARQ,2017-11-09,230.79,-639374000.0,15966938000,7969331000,-15.73,1725471000.0,-639374000.0,633340000,9478473755.0,7969331000,23936269000,409856000.0,-817724000.0,-0.371,1.189,1.8931001260608031,0.8407820927705887,3.003548102092886,-0.08022931912352492
8,RE,ARQ,2017-08-09,268.72,245674000.0,13937093000,8584798000,5.98,1530611000.0,245674000.0,633285000,11034655468.0,8584798000,22521891000,252550000.0,369380000.0,0.161,1.285,3.6025301822740707,0.777985141891881,2.6234619614812136,0.02861733030876207
9,RE,ARQ,2017-05-10,244.0,291643000.0,13845077000,8347876000,7.12,1484778000.0,291643000.0,633231000,10020905784.0,8347876000,22192953000,381812000.0,431721000.0,0.196,1.2,0.1576207898012296,0.8330460519176557,2.658514932421133,0.03493619215235109
10,RE,ARQ,2017-03-01,239.15,373572000.0,13246108000,8075396000,9.05,1613960000.0,373572000.0,633176000,9782774169.0,8075396000,21321504000,422274000.0,510425000.0,0.231,1.211,0.21931247523904362,0.8254709615591046,2.640304450704337,0.046260517750460785
11,RE,ARQ,2016-11-09,207.88,295394000.0,13621990000,8041092000,7.11,1510456000.0,295394000.0,633122000,8496845960.0,8041092000,21663082000,276255000.0,414743000.0,0.196,1.057,-0.26465669580289375,0.9463619839472763,2.6940472761659735,0.03673555780732269
12,RE,ARQ,2016-08-09,190.97,155692000.0,13296707000,7985468000,3.7,1427884000.0,155692000.0,633067000,7999394137.0,7985468000,21282175000,307331000.0,274566000.0,0.109,1.002,-0.8972972278601341,0.998259101031716,2.665113052860521,0.019496916148183174
13,RE,ARQ,2016-05-10,183.26,171686000.0,13015555000,7840299000,4.03,1242046000.0,171686000.0,638369000,7759051737.0,7840299000,20855854000,367145000.0,266291000.0,0.138,0.99,0.09315844040865301,1.0104712876977688,2.6600840095511664,0.021897889353454505
14,RE,ARQ,2016-02-29,186.13,357281000.0,13060729000,7608585000,8.25,1561952000.0,357281000.0,638368000,7946700296.0,7608585000,21426175000,320838000.0,541356000.0,0.229,1.044,0.5194650709105718,0.9574521142857002,2.8160525248781476,0.04695761432644835
15,RE,ARQ,2015-11-09,180.41,88553000.0,13443299000,7486320000,2.02,1375165000.0,88553000.0,638367000,7772494702.0,7486320000,21682311000,304472000.0,187020000.0,0.064,1.038,-3.0346572109358236,0.9631811004095812,2.896257573814638,0.011828642109875078
16,RE,ARQ,2015-08-10,185.81,209057000.0,12996505000,7726662000,4.72,1435786000.0,209057000.0,638366000,8210662769.0,7726662000,21482896000,227936000.0,350208000.0,0.146,1.063,0.5764169580545019,0.9410521680628046,2.780359228862347,0.027056573718379294
17,RE,ARQ,2015-05-11,182.34,322978000.0,12997062000,7666630000,7.26,1464986000.0,322978000.0,638365000,8101512801.0,7666630000,21267287000,455136000.0,455354000.0,0.22,1.057,0.3527206187418338,0.946320790735982,2.774007223512808,0.04212776669801464
18,RE,ARQ,2015-03-02,179.87,340123000.0,12945152000,7451120000,7.52,1518433000.0,340123000.0,638364000,7999441070.0,7451120000,20817824000,387877000.0,489384000.0,0.224,1.074,0.05040823466804656,0.9314550772732926,2.7939187665746896,0.045647231557135036
19,RE,ARQ,2014-11-10,171.5,274916000.0,13700615000,7382187000,6.05,1535880000.0,274916000.0,888361000,7759855012.0,7382187000,21487213000,335512000.0,407604000.0,0.179,1.051,-0.23718881403774245,0.9513305324112414,2.910683920632192,0.037240454624083624
20,RE,ARQ,2014-08-11,159.81,290184000.0,13492868000,7322868000,6.32,1452460000.0,290184000.0,888346000,7266822149.0,7322868000,21191644000,223335000.0,433076000.0,0.2,0.992,0.05261489261985499,1.0077125667658886,2.8938994940233798,0.039627096924319816
21,RE,ARQ,2014-05-12,158.57,293933000.0,12759716000,7037511000,6.26,1283816000.0,293933000.0,488332000,7311193650.0,7037511000,20112395000,367097000.0,418405000.0,0.229,1.039,0.012754607342489614,0.9625666254921315,2.8578846981553565,0.04176661322447667
0,REG,ARQ,2019-11-04,66.32,56965000.0,4833103000,6262739000,0.34,282276000.0,56965000.0,4110849000,11112838047.0,6262739000,11172950000,146526000.0,206980000.0,0.202,1.774,,0.5635589192889099,1.7840357070604411,0.009095860453389483
1,REG,ARQ,2019-08-06,64.21,51728000.0,4594341000,6300841000,0.31,275872000.0,51728000.0,3902424000,10758840492.0,6300841000,10947189000,118783000.0,199607000.0,0.188,1.708,-0.10124110733065264,0.5856431280568891,1.7374171162230565,0.008209697721304188
