Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2009-01-31,54.23,54.67,49.87,50.81,5290847.0,0.0,1.0,35.77996971868,36.070273732625,32.903320853229,33.52351579211,5290847.0
2009-02-28,33.86,35.24,32.39,32.73,9651331.0,0.0,1.0,22.766724746326,23.694606617263,21.778328840328,22.006937417225,9651331.0
2009-03-31,31.6,33.77,31.36,33.24,8136257.0,0.0,1.0,21.247150088125,22.706210711265,21.085779327962,22.349850282572,8136257.0
2009-04-30,49.64,50.6495,47.95,48.89,7598906.0,0.0,1.0,33.376852227041,34.055617986977,32.240533124227,32.872568601532,7598906.0
2009-05-31,46.76,46.76,45.15,46.66,5580401.0,0.0,1.0,32.063309944498,32.063309944498,30.959333703894,31.994739991666,5580401.0
2009-06-30,44.59,45.44,44.5,45.03,2466404.0,0.0,1.0,30.575341968032,31.158186567109,30.513629010483,30.877049760495,2466404.0
2009-07-31,50.38,51.3,49.42,51.02,2742486.0,0.0,1.0,34.545542237036,35.176385803096,33.887270689844,34.984389935165,2742486.0
2009-08-31,56.9,57.83,56.41,57.52,2616647.0,0.0,1.0,39.442030827576,40.086689679415,39.102371862628,39.871803395468,2616647.0
2009-09-30,65.57,65.63,63.38,64.41,3876529.0,0.0,1.0,45.451914962463,45.49350585613,43.933847343616,44.647824351567,3876529.0
2009-10-31,60.11,60.17,57.66,59.56,4864779.0,0.0,1.0,41.667143638762,41.708734532429,39.968848814025,41.285893780148,4864779.0
2009-11-30,62.39,65.66,61.94,65.46,3329600.0,0.0,1.0,43.708583797499,45.999448824232,43.393327142444,45.859334755318,3329600.0
2009-12-31,71.31,72.24,69.92,69.94,1287900.0,0.0,1.0,49.957671271032,50.609201691479,48.983878492085,48.997889898976,1287900.0
2010-01-31,64.97,65.9725,64.26,64.68,2799000.0,0.0,1.0,45.977103064823,46.686538894013,45.474659734424,45.771879732688,2799000.0
2010-02-28,65.65,66.42,64.86,65.72,2514400.0,0.0,1.0,46.458316395346,47.003219725497,45.899259731944,46.507853061723,2514400.0
2010-03-31,76.26,76.69,75.65,75.7,1777700.0,0.0,1.0,53.96665968483,54.270956349719,53.534983020684,53.570366353811,1777700.0
2010-04-30,85.96,86.75,83.08,83.37,2537800.0,0.0,1.0,60.831026311408,61.39008297481,58.79294632331,58.998169655445,2537800.0
2010-05-31,79.79,79.79,77.45,77.68,1889300.0,0.0,1.0,56.933040854184,56.933040854184,55.263366514057,55.427479803898,1889300.0
2010-06-30,74.17,75.34,72.71,72.95,2314100.0,0.0,1.0,52.922968293707,53.757805463771,51.881205671234,52.052454321503,2314100.0
2010-07-31,81.23,83.02,81.2,82.78,1676800.0,0.0,1.0,57.960532755801,59.237762272395,57.939126674518,59.066513622125,1676800.0
2010-08-31,80.41,81.55,79.91,81.06,1423600.0,0.0,1.0,57.811212957438,58.630822244486,57.451735199961,58.278534042158,1423600.0
2010-09-30,85.82,86.82,84.99,85.53,1957300.0,0.0,1.0,61.700762293338,62.419717808292,61.104029215927,61.492265194002,1957300.0
2010-10-31,87.58,88.37,87.35,87.39,1156000.0,0.0,1.0,62.966123999657,63.534098856471,62.800764231218,62.829522451816,1156000.0
2010-11-30,81.25,82.21,80.89,81.58,1530600.0,0.0,1.0,58.846758167395,59.542055248511,58.586021761977,59.085766539029,1530600.0
2010-12-31,83.68,84.09,83.18,83.33,742800.0,0.0,1.0,60.606728903971,60.903678699031,60.244595007556,60.35323517648,742800.0
2011-01-31,87.55,88.53,87.39,88.09,951700.0,0.0,1.0,63.911914292538,64.627318929965,63.795113535407,64.306116847855,951700.0
2011-02-28,90.23,93.37,90.02,93.33,1551100.0,0.0,1.0,65.86832697448,68.160541833173,65.715025980746,68.13134164389,1551100.0
2011-03-31,86.66,87.89,86.47,87.5,1098400.0,0.0,1.0,63.262210080998,64.160115901441,63.123509181905,63.875414055935,1098400.0
2011-04-30,96.71,96.84,95.34,96.68,1157200.0,0.0,1.0,70.598757638279,70.693658253448,69.598651155346,70.576857496317,1157200.0
2011-05-31,97.29,98.42,96.79,98.38,1290700.0,0.0,1.0,71.542386398422,72.373334045973,71.174710448178,72.343919969953,1290700.0
2011-06-30,93.32,93.76,92.78,93.18,924100.0,0.0,1.0,68.623039353487,68.946594189701,68.225949327224,68.520090087419,924100.0
2011-07-31,93.19,94.0,91.65,93.55,1181700.0,0.0,1.0,68.527443606424,69.123078645818,67.395001679673,68.792170290599,1181700.0
2011-08-31,85.45,86.33,84.45,85.91,1606600.0,0.0,1.0,63.430807075582,64.08404417595,62.688492188799,63.772271923502,1606600.0
2011-09-30,76.81,78.12,74.62,74.62,2057500.0,0.0,1.0,57.017206453779,57.989638955465,55.391536851725,55.391536851725,2057500.0
